,uuid, sensorpoint
168@1042@V,02e94ec8-9366-4a03-ae16-5b9389dfee0d,PresentValue
597@-99@V,d9467bf9-5f8f-433a-b814-a8ad86cb17fc,PresentValue
602@1042@V,dffef93a-ce24-455a-a310-c17b77b0d579,PresentValue
619@1042@V,c45d0a5f-4563-44d6-a2e3-d2a1241a55e1,PresentValue
617@1042@V,ea6f5a4f-02d1-470e-9c9d-2e3f48515ab8,PresentValue
624@1042@V,9b4fff1a-e7c6-46f8-a869-9d488939b889,PresentValue
626@1042@V,775c1fb1-d770-47d4-97e4-9590ed105c5a,PresentValue
636@1042@V,89494495-773a-4864-8f5a-6c32fbab5712,PresentValue
27@1042@V,013a9dd8-ab13-4ffc-9265-a3deb9dc0177,PresentValue
641@1042@V,6b4c4e1e-81d4-46a9-9b89-83f5a507ffa4,PresentValue
654@1042@V,2a2ea5b0-52cd-467c-b299-c1724306fad6,PresentValue
314@1042@V,14a09d95-82f7-413b-ab9e-ab82dd35bab2,PresentValue
665@1042@V,df74bd5a-3508-4f99-92eb-4fd5abcf0578,PresentValue
318@-110@V,1790282d-6b5f-4323-9e37-ccc3cab05cbe,PresentValue
668@1042@V,bf53e668-1d06-4da9-89bf-6231a4934282,PresentValue
672@-118@V,3050e81c-52c3-49ed-9536-6b47099695df,PresentValue
672@-110@V,67fbfb9c-24ac-4346-af98-7cb4d0368e56,PresentValue
672@-488@V,b050d088-6df7-4891-a495-409f6638fa5b,PresentValue
686@-497@V,00754ed1-1513-4736-84cf-c7249279797a,PresentValue
686@-130@V,346f9ca1-5cdc-4667-b203-af4e416cf5ee,PresentValue
686@-118@V,7ada5753-a6c7-48d5-bbeb-0f9901b1a7e1,PresentValue
686@-488@V,e0cef278-e33d-4f8b-b2ba-dacc39514b05,PresentValue
687@1042@V,e0467437-75aa-436d-8ba3-1e486f055b0f,PresentValue
691@1042@V,8d57ac9e-d947-47d9-9a17-30d2cc3330f1,PresentValue
338@1042@V,e5aa917a-c380-4f39-8ba2-51889a1b4399,PresentValue
709@1042@V,9854eaa0-6296-4bc9-9abf-0a9f8327cfdd,PresentValue
716@1042@V,3fe6d6f1-bc60-4d0b-964b-bcefa914e51e,PresentValue
717@1042@V,720ca75c-7ad7-4b87-bb50-a8117763b9a0,PresentValue
715@1042@V,e07ee624-96bb-4055-b44c-69c4773ffb86,PresentValue
348@1042@V,9185442b-4080-45a8-be4b-6e6b0c473e7f,PresentValue
828@1042@V,fbcbb943-17a9-49b2-b2b5-e922878e8c48,PresentValue
830@1042@V,eac53d36-722b-4d79-93eb-6fbcb84d837c,PresentValue
833@1042@V,3d80c772-205e-48cd-b8b8-082ecc12a5fd,PresentValue
850@-110@V,80262931-ff28-4fc6-91c3-6ae380e2130f,PresentValue
856@1042@V,e767c0e9-5d99-4a27-930a-f90517814e5e,PresentValue
394@1042@V,2fd8c883-eef7-40c6-88b9-c90bb20f13b7,PresentValue
860@-110@V,c7ff7b9e-e400-4915-9275-b969e96490ff,PresentValue
398@-110@V,ecb000ec-1d63-4227-9c98-c9d14eeeb37c,PresentValue
867@1042@V,7c04167e-fd94-4738-b305-e46603656999,PresentValue
409@1042@V,6c573d7d-e5b9-411a-9f39-f0e05eacd3fa,PresentValue
873@1042@V,50aae1d6-4e26-48df-9ab7-ba7d16bb7b04,PresentValue
902@1042@V,38afdce2-fab0-4801-9812-db21d358ac5a,PresentValue
89@1042@V,644dc407-0247-42bd-9676-27b6c97db017,PresentValue
454@1042@V,7939e4fe-2a3f-4d2f-beec-7c6d58a25942,PresentValue
907@1042@V,1f05ecac-00aa-4310-ac89-ef3054e9b538,PresentValue
920@1042@V,61f02850-c786-4283-bc0c-100847ee0f9e,PresentValue
936@-110@V,49e64d7c-422e-487b-8766-f758a34c7334,PresentValue
933@1042@V,6a89097f-f73e-4e17-917e-918edb5b8ac6,PresentValue
937@-118@V,01aa38a0-70e8-4c50-8150-a696e0f1d07d,PresentValue
947@-497@V,029613f0-b9fc-45d1-8902-d8ec27f93935,PresentValue
943@-505@V,0518ec1b-39f1-4d56-840e-91394e34a875,PresentValue
947@-479@V,24aaac86-2ad8-4c48-bc56-aa88a806c265,PresentValue
937@-479@V,26ea6a7a-b574-4227-b254-5c80e2994615,PresentValue
937@-110@V,2723f6c0-915d-4c98-a515-d32faf7c9f98,PresentValue
937@-130@V,2d87376f-74ab-4401-a618-8756d656f679,PresentValue
937@-497@V,508d8b1a-a3a5-4ced-ab1d-a74c3ffa2cef,PresentValue
947@-121@V,5d4efa11-f5bc-4ef9-bfee-cd2339c2c41e,PresentValue
946@-497@V,66c36bd3-876e-4526-8b75-4ba995569ddb,PresentValue
948@-497@V,67ee31a0-f42e-40f0-9510-f5d56217acaa,PresentValue
937@-99@V,6f324ca6-1109-423b-87b2-2c6ad7378306,PresentValue
941@-130@V,88bde936-b57b-4bd4-86db-d95ac86d6952,PresentValue
947@-505@V,a5396f5a-86d5-48cc-bf13-e068b589f608,PresentValue
938@-479@V,c827fd76-49b3-4ced-90c3-dbfb4e7905ea,PresentValue
937@-121@V,d229fde0-a225-4089-8bef-715617cfc871,PresentValue
937@-495@V,dc1b008b-d12e-442e-a188-e451c1c73424,PresentValue
945@-497@V,e64d7cfd-8b88-4873-a140-d2475382341a,PresentValue
947@-110@V,fbb83f18-3fbd-42f6-bde9-ade9f6555eec,PresentValue
969@-121@V,2539b4cb-c290-4a73-aac5-3501dd4c496d,PresentValue
971@-497@V,3942b6ed-9118-43c5-9fcb-697bec3bde9e,PresentValue
967@-497@V,58fae580-08e6-40dd-8ee5-f2bea08e7475,PresentValue
967@-121@V,6874e6a9-ad9d-482b-b4db-47871a585b04,PresentValue
968@-497@V,982dcb1d-913f-4333-abab-49bc3cb1fe75,PresentValue
975@-479@V,e285b37c-bb18-4ce7-9157-e83aa56da9fd,PresentValue
954@-479@V,eaaf7bc8-8c28-457f-9411-8ec3cea7982a,PresentValue
973@-495@V,f89249f7-d3a7-4e41-b416-a9905dd523f3,PresentValue
960@-99@V,feca58c5-134a-49b6-b077-b0db3a969603,PresentValue
982@1042@V,1f408abe-1a07-47ec-92c9-b5a1ce8164a8,PresentValue
990@1042@V,a19dcd2f-6a1a-4b1a-b86b-0c90c28b19c1,PresentValue
994@1042@V,fce47f14-720f-4a93-be3c-03ba3728ccb8,PresentValue
460@1042@V,7bbbf69c-3cca-47bf-948f-cc3154ac5cee,PresentValue
490@-495@V,698ed2b2-40a0-4394-802e-f26d1278cef9,PresentValue
490@-505@V,bfd73aa7-2ac7-4d0c-889b-396fb7502c86,PresentValue
497@-495@V,1d0fa088-5500-40d6-b16b-9f12fa70fcdc,PresentValue
496@-130@V,ac9a9824-3e09-4a14-a503-9c89cc01e23f,PresentValue
496@-99@V,f538f2a9-fa92-415d-8880-42079d94e28b,PresentValue
497@-479@V,ff208540-11d7-4917-bab2-2b70c3dcef5c,PresentValue
511@1042@V,953d438d-ad78-44a3-b934-0ea30b0c5439,PresentValue
1050@-99@V,f38d2958-9f49-448d-abee-b840a68abc36,PresentValue
1050@-121@V,d49173e7-33dc-4df7-9f3b-092119624fa6,PresentValue
517@-121@V,03a328f1-b9a1-4a9d-ad16-e2053fc7ab1c,PresentValue
518@-505@V,127d2834-3ad6-47f3-b6bd-f91d1e966b8a,PresentValue
517@-118@V,423e1021-283a-43d5-bbd8-edde95bff536,PresentValue
518@-110@V,445a8ec1-be21-4feb-83c1-9374462713e4,PresentValue
518@-497@V,8694e1a9-bf62-471e-b076-86c92bf27f89,PresentValue
518@-121@V,8fc6b4e5-40fb-46d6-8eaa-8a81497b50e1,PresentValue
518@-479@V,a2e09c33-98b1-4d1d-abb7-f42422fac25a,PresentValue
518@-99@V,d600027b-acaa-4256-9179-7bff2d7d78c8,PresentValue
523@1042@V,48a257c4-2f9d-463c-b627-4220b1667596,PresentValue
526@-488@V,6801d746-91f0-415b-a9a9-81389e950589,PresentValue
526@-121@V,70111b0e-a1c4-4440-80ed-65ebf1ed70d9,PresentValue
526@-505@V,80f06143-bad1-48e0-82ca-58b1cdfe98a2,PresentValue
526@-495@V,b1d41746-4cc8-4e35-a421-0516f2229059,PresentValue
526@-497@V,d22cb56f-603f-4b6f-a79e-1f0f5c61000f,PresentValue
544@-121@V,6873908f-ed20-46c8-82cd-636cda9b3dfd,PresentValue
544@-99@V,6919dba4-c9cb-4724-8b54-29bebdb67d16,PresentValue
544@-505@V,69d92b7e-a665-4002-844e-08b105e77add,PresentValue
544@-497@V,9cc7d047-443d-40b5-8b52-2b5ce4928e5a,PresentValue
544@-495@V,c6f3f480-c003-4a11-a62e-023d20d7da6c,PresentValue
546@1042@V,dc064820-8707-41d4-be47-0f611e0b5839,PresentValue
55@1042@V,4dd41ef8-0b81-4f35-bcd3-e54f6cbf649d,PresentValue
569@1042@V,4e8c33f1-909f-4b90-b501-80ca0ea1faac,PresentValue
594@1042@V,024edc82-41a9-4ad1-928f-eda404cb1270,PresentValue
596@-99@V,7b1481e0-f972-48dd-b20d-8d90f7045332,PresentValue
596@-118@V,97e4f378-5b1e-4456-aa28-d2130fb18c6f,PresentValue
598@1042@V,e8218828-eead-40af-8666-f821043f446f,PresentValue
621@-99@V,23f2263e-daf3-4640-bf38-ebdea08f0cf5,PresentValue
621@-130@V,43ff3d0c-9297-43a2-b13e-8bf4c4bec83c,PresentValue
657@-479@V,099ae397-865f-4e75-9368-afe1e20410ca,PresentValue
657@-121@V,913d964b-62b7-475b-b803-6caf3c2cc2d5,PresentValue
657@-99@V,a5472e8a-33ad-4d9b-a01f-5f5d3484e280,PresentValue
657@-495@V,d16a1df7-55bb-470e-8257-5cbc18a09a73,PresentValue
657@-497@V,f5994d73-060b-4da0-9e70-29d4ffada392,PresentValue
666@1042@V,cc86f9c7-ad98-42e3-9cf3-d376cacd63a4,PresentValue
673@-121@V,06ebc666-52bc-44a2-b449-b6da5f0391d2,PresentValue
672@-495@V,2a493a9b-5866-4d5e-94c9-a345a2963a04,PresentValue
672@-497@V,42f88dee-802f-4332-9d25-8c87ad0b8153,PresentValue
673@-130@V,7b52b2bb-9144-4536-8505-89befd536e14,PresentValue
673@-497@V,8bdea456-0613-4cf3-a9b9-a074735da5d2,PresentValue
672@-130@V,acb2e985-a773-4c5b-8438-eb36090da767,PresentValue
672@-505@V,df31168f-e535-4b81-87b2-b5d76a8e880b,PresentValue
673@-488@V,ee72bdb7-8c84-40d4-8c43-7109483fb0ad,PresentValue
686@-121@V,1e4c40df-8926-4796-a928-2d0f41f981bb,PresentValue
686@-495@V,99a0941d-5847-4630-98c9-ed26b267c842,PresentValue
1008@-130@V,bae3b826-dc2e-4568-9b3d-bf8cc7181c36,PresentValue
832@1042@V,8dcb18af-1efd-4656-a96c-6b3732242d48,PresentValue
847@-479@V,24f20dcf-0452-4698-a0bb-512e1905b2ae,PresentValue
847@-121@V,6d885d65-7e33-4c52-9e52-316e5f7c88dd,PresentValue
847@-488@V,944f6917-570e-4ac8-8148-dbade723b6bd,PresentValue
847@-495@V,e94282c8-925b-4776-8af2-c47fed8a530f,PresentValue
847@-130@V,fab736e9-f2f8-4c2c-96c9-2cf5eacf66e5,PresentValue
850@-99@V,0e1b1c43-fb72-4319-8f74-9a20f83b0f96,PresentValue
850@-495@V,1508edf3-9911-475a-b686-a981f0db4463,PresentValue
850@-488@V,4d996114-2f2f-4d74-bd25-a73a2bbecf38,PresentValue
850@-479@V,62765383-a41f-4c4e-be0c-c7af092e897b,PresentValue
850@-121@V,de111c14-4e13-4ef4-b5a5-8df1b7f41971,PresentValue
860@-497@V,7a42a1af-9aa3-449d-9187-473df30fd075,PresentValue
860@-495@V,cb80f491-8b0c-48a9-adee-0b183d876427,PresentValue
860@-121@V,d8cf85a6-985b-454d-8728-b04dc84c8677,PresentValue
860@-118@V,e07e30ac-59cf-4198-a486-019dd9ce5e5e,PresentValue
875@1042@V,3ce4ccfc-46d4-488e-a842-7a51e38fa9d5,PresentValue
87@1042@V,4b6d328f-4984-40e9-8a5a-d1dccc0c5544,PresentValue
880@-118@V,0c6ffc15-3fd2-4b50-abf0-fa7fcf5b8e8d,PresentValue
880@-99@V,b7a347c5-34b7-4ad0-879d-25a518813646,PresentValue
880@-495@V,e47d446e-183f-4d32-8012-cfbde5a5aef3,PresentValue
880@-488@V,f6713b0a-213d-4cdf-a63b-60c4030c0138,PresentValue
891@-121@V,0b02f731-b6e3-4d52-bbf2-f40dbae040f8,PresentValue
891@-479@V,2c841d87-a723-488f-90f8-edbe030dbd73,PresentValue
891@-130@V,69511ab2-e9ee-48dc-8c51-f18a338c8b62,PresentValue
891@-505@V,9052330b-66a3-4ed8-927d-1d56154f205b,PresentValue
891@-488@V,d1194ea3-62bb-45b9-a05a-ebdfd1ecdf00,PresentValue
891@-99@V,d61cfaa2-52df-452a-85ca-adf727cea61f,PresentValue
905@1042@V,0039aaab-e07b-4fce-beff-11a0316a2937,PresentValue
1009@-488@V,574e0be6-0a7e-427e-838c-8de9dd758290,PresentValue
1009@-495@V,b687eb61-00f9-4ca0-a6b0-2f7f0fc1e578,PresentValue
921@1042@V,6a0bb1a2-0d79-4e0e-903d-97bb04f2dbe6,PresentValue
935@-121@V,28bc1e44-993c-44de-bbbc-6ef9eecd09fb,PresentValue
934@-130@V,319b4549-a042-4e8d-bdc3-ce19aaefedb4,PresentValue
935@-118@V,84b5d7d1-9e41-40e8-a968-a459406d9132,PresentValue
934@-121@V,bfa860b0-0369-47d2-a88e-97c5d8bf73dd,PresentValue
934@-99@V,f47c0e56-b0e4-4656-86d9-bce92353183a,PresentValue
942@-497@V,0017c56c-7dc2-4c31-9e91-0c90b6fabc54,PresentValue
940@-121@V,1a8acb88-7fcd-4026-a6e6-9358770118d3,PresentValue
936@-121@V,274813b3-1688-44f9-bf97-ad91f0529712,PresentValue
939@-121@V,379cbe33-4ac3-4dda-835f-6e8d7a21239b,PresentValue
941@-497@V,3b641571-4914-4c85-b482-7baeb1806abf,PresentValue
941@-479@V,40643365-8da1-4dda-a3d9-4df624f285ae,PresentValue
936@-488@V,4e07c39c-58a4-4939-bb95-9575466807a2,PresentValue
941@-99@V,668f4587-03de-4efe-ba60-2cad9442d01d,PresentValue
939@-479@V,728a3921-aa32-400a-a689-139da80c6194,PresentValue
938@-505@V,7e7ca45e-00f6-4926-a365-db3d96530f26,PresentValue
938@-130@V,8703baca-6617-4b31-8478-a862cf010fee,PresentValue
939@-495@V,8d2469a1-0fac-4013-a94e-ff3f17ebe5a2,PresentValue
938@-495@V,b1bfa88f-8eeb-45cf-89fa-c309581cc3fb,PresentValue
938@-99@V,bfcef051-fcc4-4fb3-bd9c-53b6ea8f3ff9,PresentValue
940@-118@V,c224c27a-67d5-414f-aea0-585d7aae2a85,PresentValue
936@-505@V,c28de311-7f55-457e-9a53-34848a561694,PresentValue
942@-99@V,c7edcac6-ccdf-4e0e-83e6-0c76fef8f7f7,PresentValue
939@-99@V,d12dee30-72a3-4198-b8f5-69e03afe845a,PresentValue
936@-495@V,e3b76f7a-966c-4746-ba71-74685c9982ef,PresentValue
936@-130@V,e7cece22-c501-404b-bfa9-a2bd0a380982,PresentValue
938@-488@V,fbc33109-af63-4d5e-8e4d-ca5ed224894d,PresentValue
945@-488@V,09592fbc-ecee-44f3-8389-217d7bf3827a,PresentValue
944@-505@V,13c1ea39-9740-446b-a4c3-3c942799a053,PresentValue
945@-505@V,4eeee7eb-b5d1-420e-8e7a-63b6b28f24bd,PresentValue
944@-479@V,5a4a3711-bbd8-4794-885d-d660b12b2c7f,PresentValue
946@-121@V,61719913-3d6c-41f7-ae19-11bcf70775ff,PresentValue
942@-121@V,6d6d1ba2-384c-4a4c-a9e5-e7bfd86dbb4a,PresentValue
944@-495@V,74e2df3c-2b64-4dba-aa73-9fd93e0f8d5b,PresentValue
943@-479@V,7ca8026b-6b1c-4284-8fc1-53bb74705b7c,PresentValue
939@-505@V,82696abd-176a-49e5-9cff-8539fcf59417,PresentValue
941@-121@V,8dbc0426-1b2d-454a-a426-ce6f53c8abdb,PresentValue
943@-121@V,8ec7b8b3-efbc-4ced-9865-d95efbed4fe9,PresentValue
946@-505@V,a332fe46-859a-4db4-a882-f4f4cafcce6b,PresentValue
943@-130@V,a9887d92-f791-4655-bc78-fd90993f718a,PresentValue
942@-495@V,c2b82159-f298-47e3-8c30-b01eb79635cb,PresentValue
944@-99@V,c4ecff39-beb5-4a02-9981-84108a345ef3,PresentValue
944@-121@V,cb395972-cc23-462b-9371-42c6216247f9,PresentValue
946@-99@V,d608d814-d06a-4542-85e3-9df77f107a84,PresentValue
943@-495@V,e828d3c8-2643-4517-bf93-8634de95193f,PresentValue
944@-130@V,ec5059b3-21b6-49b5-80ec-d5742dd4a1fe,PresentValue
954@-495@V,0a7f35ca-ef7d-4afc-adeb-e0bbb8072b54,PresentValue
947@-130@V,4f658877-2143-4a87-ad3f-a41d2a07a5d7,PresentValue
948@-479@V,6e6c8c9a-7bf3-4c80-8d06-b0b56b7cbb27,PresentValue
947@-99@V,9a8ee2a2-4b7f-43e8-970f-262c1577877e,PresentValue
948@-99@V,ad19765e-1935-483a-9fce-d20104d92fd3,PresentValue
948@-495@V,c2151dbc-c913-4d63-a592-0ce770515ccc,PresentValue
948@-505@V,c2a3c932-8359-4a14-a1b3-a0db345b5a46,PresentValue
946@-479@V,cc91153a-a63f-4871-aa85-b743faeca551,PresentValue
968@-505@V,023850c4-6c6f-4296-919d-587143918e62,PresentValue
957@-497@V,0767759d-4916-4626-8a28-a6a6c5853b1a,PresentValue
960@-118@V,0d4ec371-e679-4795-8fc8-01e67414d2f7,PresentValue
959@-118@V,1c041b07-d2cb-427f-8183-964cf80b998e,PresentValue
969@-497@V,1d497740-f2a9-4c1e-8fe9-d6cd269a1e22,PresentValue
970@-121@V,29729469-dca8-4259-b650-c7be8b00f667,PresentValue
967@-99@V,2f847495-0731-4f47-8edb-9fbbb726e773,PresentValue
968@-121@V,350314b4-9db1-48fd-b6da-235907333f1c,PresentValue
973@-479@V,3b7d34b6-39ea-4d7f-a41d-23cd46fe8043,PresentValue
957@-479@V,4475ff15-d2b9-4610-954e-f4a0b1323368,PresentValue
958@-121@V,4bcfddd9-025b-4a00-96c3-244f67032f6c,PresentValue
970@-118@V,56cd1425-86dd-4f84-969b-df141e0dde09,PresentValue
970@-130@V,5b6587f2-e31e-4cd4-91ab-5b03aa1696cc,PresentValue
969@-495@V,5bcf1351-9b60-4d00-892e-8cc5f8a66701,PresentValue
966@-121@V,5c490f95-be9e-47bb-8c67-efd6799295d4,PresentValue
958@-118@V,5d0e4ed1-76e2-4dbf-9954-b1e8d5a93b1e,PresentValue
954@-118@V,60a63fc2-f9e6-4f43-a778-3e602edb26e5,PresentValue
960@-121@V,6623f166-e1d1-4f2e-9c15-0239f3585562,PresentValue
957@-495@V,6c5ba63c-08fd-4141-8c26-bede6b3903c4,PresentValue
955@-121@V,6d53b477-ad7f-4234-84fd-bd791fe931c8,PresentValue
966@-497@V,9a251bd7-7258-4bbf-9776-18e19d786465,PresentValue
954@-121@V,9c6fba3e-e1e0-4996-a2ea-ed07be077aa3,PresentValue
968@-130@V,a211da25-bd51-4455-a47d-581c9371f711,PresentValue
968@-99@V,aa214722-632f-4c6c-b624-3f3e64f2d3c2,PresentValue
957@-99@V,b2675130-6542-48ac-a372-11760708f9ff,PresentValue
968@-488@V,b52a515a-000b-445d-bfac-4d67ddf585ac,PresentValue
967@-118@V,b7afaef7-6fb1-41bf-b067-880a65e64c99,PresentValue
966@-495@V,c95fa78d-9f76-4734-9919-f26da5b5018d,PresentValue
969@-505@V,d12c7329-12f0-4aa4-810e-d9f7c02d71da,PresentValue
959@-99@V,d9e6ada3-1b13-4bf4-ab10-a3918028aed9,PresentValue
956@-118@V,de0141ba-a0ed-42fa-b69f-a108c4d1520b,PresentValue
954@-488@V,e124ca2f-e296-49c3-9fac-a514cae5a9ad,PresentValue
969@-99@V,e273f5df-4233-4286-91c6-cc0da34c83ca,PresentValue
954@-505@V,e427b725-f4a9-4bb2-8b79-183f75f1f7b7,PresentValue
967@-488@V,e4a4b7f4-1677-43ac-a9b5-2e55fb1f3957,PresentValue
966@-99@V,e87d395c-93d2-4632-b1d9-8d4377f446d8,PresentValue
967@-479@V,ebdbddeb-c0b4-41d8-9299-3b489e6a06a7,PresentValue
959@-121@V,ed2f6bfe-5dc6-4cd9-bd8c-0f27532f8e59,PresentValue
973@-121@V,0e875e6a-5523-4a3b-83f0-869680f3358b,PresentValue
974@-130@V,0edc88c2-4de0-44e5-a725-5f31b102ec0d,PresentValue
973@-130@V,1627b071-6db9-429a-bc61-05be8b528280,PresentValue
975@-488@V,2f896746-0390-483f-864a-6844b5cac195,PresentValue
972@-99@V,49c9a442-4917-4db1-9033-3b39daf6aacb,PresentValue
972@-121@V,53c921fc-596c-4f96-94c6-f16bc86e3f16,PresentValue
974@-488@V,5e742d37-b73f-40ff-8571-894149aed147,PresentValue
975@-121@V,660869eb-cdbe-4f51-84cf-6877cebf4555,PresentValue
974@-118@V,776fa986-1bb2-4f63-83cf-729a650b7930,PresentValue
976@-99@V,77a6f81a-3760-4692-ad80-38f3abbd15e3,PresentValue
974@-99@V,7990789b-05e5-4a0c-9613-8c5326d7f8fa,PresentValue
974@-495@V,7d68a088-a749-4e00-acaf-c065042d7a61,PresentValue
972@-130@V,83fe6c3e-03e0-4e02-862e-13b5a3968144,PresentValue
976@-121@V,93f9ab1d-08af-44b7-b441-7520bd6eb5c4,PresentValue
971@-495@V,970bf05a-7e72-4fed-8f36-b1175edfb723,PresentValue
971@-121@V,d1eeda2f-94b3-437a-9d09-b0cd0198c8b8,PresentValue
975@-99@V,df1fe0a6-cb75-4a47-b6e6-76dcf5b203ce,PresentValue
973@-488@V,eb2d5500-cf02-4496-995f-ba0bb36aa0e3,PresentValue
980@1042@V,f0ec9c93-f822-4ee6-a0d1-db9c9be0b5fb,PresentValue
987@1042@V,029475f3-54df-4723-892d-bbe63d28612f,PresentValue
998@1042@V,a213d6a2-bd8f-4f8f-adaf-8af29f302093,PresentValue
1100@-497@V,9e02b26c-cdad-4a26-9b7c-0e53b2460993,PresentValue
1100@-495@V,cec9e768-ab29-4f25-83ec-e54d6ed9425b,PresentValue
128@1042@V,648a65dc-d25a-4617-9220-b95536a6967a,PresentValue
1012@-130@V,d7371e19-df3a-42d7-8559-ce0859ab3ae1,PresentValue
137@1042@V,4991bf43-7b64-4f6b-9e77-a9846e068de9,PresentValue
1013@-130@V,0f408033-a0b0-4d90-bcc5-1ee99f81fde5,PresentValue
22@1042@V,8a19fa3e-e267-435c-8661-73cc3b454f7f,PresentValue
306@-495@V,4e222fb4-72a9-48ae-ae84-49003791b747,PresentValue
306@-130@V,4e2c3661-d267-4f79-87bd-de8b6550792b,PresentValue
306@-479@V,5254b263-5432-4b39-bc38-d163011cb4c0,PresentValue
306@-99@V,91216b98-32ff-451d-b0af-5bbd271f67f5,PresentValue
306@-118@V,a40347ca-cd5d-4939-97b3-6e29d5f2852a,PresentValue
306@-488@V,bb44bd68-b090-4a31-8222-ba9444b75aca,PresentValue
310@1042@V,b559cced-6874-4a5e-ab27-ca3bb96d0a66,PresentValue
318@-130@V,5136145b-c837-40bd-a4dc-b20c0033da19,PresentValue
318@-121@V,e860fd26-8f1d-40d7-969a-481927dec84b,PresentValue
318@-99@V,ef80197e-7ed6-4f9a-9637-a40f0fe405e3,PresentValue
332@1042@V,2a681076-a843-430c-956f-1f468d5fc489,PresentValue
383@-722@V,0994a46d-c938-41a6-93c4-264d382c4a93,PresentValue
383@-728@V,560f66b6-f612-4a5a-b469-8458b25f9051,PresentValue
382@-505@V,7fc118e4-aa5a-4326-84ef-be9835c6ca9a,PresentValue
382@-130@V,8d480a5a-04e9-4b75-9e40-0d6cd712cdd0,PresentValue
382@-495@V,91e49ecd-d43a-48de-b52b-342858f2a081,PresentValue
383@-130@V,ab6703cd-66bd-4088-bfcd-0c2b0b927d66,PresentValue
383@-726@V,b31d7410-bd05-46b8-a7fc-b3ffab5fdcd2,PresentValue
383@-121@V,bbf0a202-cb87-4166-af48-2277755d5b13,PresentValue
382@-118@V,bfac2662-17e2-4458-9bb3-1cd9c98e0e03,PresentValue
382@-488@V,f927eb4d-d105-4c98-b050-f6361b2967ee,PresentValue
398@-118@V,6d5f5a6c-f88a-4d9c-9657-30bdf4ca7693,PresentValue
398@-495@V,e4cf94fa-6920-4c1b-be2e-3f1901531167,PresentValue
424@1042@V,cec68a5d-42cb-4259-8ea1-42bbbc04f4e5,PresentValue
430@1042@V,de710b08-7036-4d73-a7b9-5620e3a57270,PresentValue
496@-121@V,f08dbc79-6ee9-4333-a0d5-f7aa1d50eada,PresentValue
497@-505@V,f0d82253-03c6-4d1e-bfe7-cbe2117f54e1,PresentValue
518@-118@V,94a0eea2-4c8f-4b2c-98ff-9af50ad30cf4,PresentValue
526@-118@V,bd854622-0663-4b35-b35a-02ac364af59f,PresentValue
597@-121@V,f46bdd2c-cdc3-4d59-96db-d2b99eacf905,PresentValue
672@-479@V,58bb8c99-3d5d-47b4-a0e9-575cdf717144,PresentValue
673@-118@V,b4def783-21e1-49f2-88c4-22123571a040,PresentValue
672@-121@V,6768da65-b760-467e-b7e3-03dd30a63431,PresentValue
686@-99@V,2b64f87c-7dc0-4853-a4ca-03d3f13bbf88,PresentValue
850@-505@V,286fcc9c-d3c9-4fcd-8f25-415e9348a416,PresentValue
847@-497@V,7d76aaf7-8bb3-495a-92bf-6e84a611ac34,PresentValue
860@-479@V,765792a3-e337-47c2-b515-7318fbe5669f,PresentValue
860@-99@V,a951165c-f5d1-45cf-9fbe-07b6c537fc86,PresentValue
880@-479@V,509c578f-e7b0-4663-8232-eebbdf1e4755,PresentValue
891@-495@V,92a2547e-b72f-4d27-9088-92536f307243,PresentValue
936@-479@V,36c5d72a-d330-423a-b8f3-30d82635dd42,PresentValue
935@-99@V,42246fa2-cfaf-4006-8d4d-a65312b33389,PresentValue
939@-488@V,603c590f-3709-43ee-ae83-99172997aaf5,PresentValue
941@-488@V,6990f5df-2a38-4952-a8de-6b9c730c8773,PresentValue
938@-497@V,01bc5043-ace3-4cc1-98fc-3c1292bcabe1,PresentValue
955@-130@V,05e95d12-3950-49d8-9b58-bcc5a75d3f82,PresentValue
955@-99@V,0b68b9d8-e8df-4055-ae91-2b5aa2056ec6,PresentValue
958@-99@V,1630ceb2-73f1-42cd-8294-05b1dcf00812,PresentValue
957@-118@V,1f2e6baf-1a9e-43a3-b86f-fe606c3c35db,PresentValue
974@-121@V,253a3315-ee13-4810-b398-30e14d314710,PresentValue
955@-110@V,2814abaf-53fe-48dc-9004-4b233f1b788a,PresentValue
945@-495@V,2d8b5536-b20c-46e8-8d17-7be72279299f,PresentValue
955@-505@V,2eb6a87b-e6a2-4ab7-9d10-5e8daa39e0cb,PresentValue
971@-99@V,332e1117-ea36-4c96-95e8-bc3d1c84ec85,PresentValue
956@-121@V,423a64aa-2674-472e-9961-34f1ee1f29cc,PresentValue
966@-488@V,42b72942-d905-4287-9713-573fc05718bb,PresentValue
948@-488@V,4e7104a2-ac21-4bce-b4a2-57fca757d0d6,PresentValue
943@-488@V,5b83ed85-eee5-4c09-aaac-41f16be9d524,PresentValue
971@-479@V,5ee7e50b-4bd7-49fc-ab56-5d75a3b59ee6,PresentValue
969@-118@V,64ae5b8f-c0d6-4b27-a1c7-866ea4a6b612,PresentValue
966@-479@V,651a7fa8-07d5-42a9-b8fe-483f3a47b9af,PresentValue
936@-118@V,8b4f9ba0-18e4-4214-b7d5-29bd29bdb1a0,PresentValue
972@-118@V,91afd115-3821-49e9-9d02-9b11342795d4,PresentValue
944@-488@V,c89371f7-5450-4939-92db-729e20bc3f01,PresentValue
