,uuid, sensorpoint
946@-488@V,ddb583c3-fbfe-40cf-9922-a2413a416a98,PresentValue
936@-497@V,e0835259-eda1-4829-a8d6-7e0db1250006,PresentValue
968@-118@V,eaa84662-2df4-4f33-a67e-4d2d212cab6c,PresentValue
974@-505@V,011c609c-4e30-49f7-8779-dc966275c59b,PresentValue
974@-497@V,a14d87f9-a791-4ba4-9595-11f48372093c,PresentValue
971@-488@V,a87a7338-a372-4d95-b247-56c198e437d8,PresentValue
1100@-99@V,10a4c796-3481-4842-bc8f-049fb8d4d9ef,PresentValue
1100@-479@V,c92e8b3c-c417-4ac1-b4d3-11ee8bb689bb,PresentValue
318@-497@V,33ba4e2f-320e-4557-9f4d-3bf1c77f04d6,PresentValue
328@1042@V,ddd4e475-6f27-4183-9e0a-633dffbc15f9,PresentValue
318@-118@V,eb53ae11-7a48-4353-97b9-fadc3b183c81,PresentValue
331@1042@V,f7841926-55f9-4517-aa95-e2d7c9aa826e,PresentValue
382@-479@V,1303e978-1353-4f4e-a48e-a667ac416ff3,PresentValue
957@-110@V,10d26dbd-f7d5-47cd-8149-f148759c64d2,PresentValue
383@-110@V,1ff2c2b6-b9f8-4ccc-a24c-f88c55358976,PresentValue
971@-110@V,20e84068-9005-4cbd-aa63-f13ab618c775,PresentValue
959@-110@V,238e9f16-c8c3-4be4-94d1-54833c10c4f7,PresentValue
912@1042@V,2ea27e5c-71c7-4479-9b54-ae215d7b537c,PresentValue
976@-130@V,336c9778-cdcd-4835-b162-a3b02c10ff5c,PresentValue
973@-99@V,348f32f0-0cda-4769-8ad7-bb61856b22a2,PresentValue
948@-118@V,3d340288-0c5c-4a72-8cfa-b59b818b5cd0,PresentValue
591@1042@V,44ec3753-c188-4a09-bc7b-53ee4b77063e,PresentValue
558@1042@V,548cf0d6-87b0-431c-80a2-dfb3842bf0fc,PresentValue
947@-118@V,548fa090-6537-49db-a90a-7dab670d6cb1,PresentValue
938@-110@V,628895c7-201f-4133-a489-2438d2ae9bd1,PresentValue
939@-118@V,6296ea15-83c4-4470-9e83-d0e61d0ad130,PresentValue
939@-110@V,69786b48-e871-496c-9c37-4629afbcc6d3,PresentValue
960@-110@V,6f32deb5-6bf6-4d67-8180-581125197d5b,PresentValue
974@-110@V,7001cc43-7897-4ce0-8165-c4b8035a9d72,PresentValue
969@-110@V,79d4adc2-c24a-4b1e-862d-a8a720ac6b0b,PresentValue
968@-110@V,8b42bd5e-23ae-494a-9e19-16c3c9f028d5,PresentValue
943@-110@V,8bf888c9-21bb-4f87-8c0b-bb2306258a18,PresentValue
958@-110@V,97fdb15b-0dcb-4d32-8350-3afef71e681c,PresentValue
714@1042@V,9baba29a-cba5-4f3b-9697-493244018354,PresentValue
942@-118@V,ab6d05cf-b230-4928-b5b3-83a60a0c3a69,PresentValue
973@-110@V,b2c27389-8587-4f46-bb9e-5beb9816cc54,PresentValue
693@1042@V,bda0d50d-e190-46e5-98ca-07e90b02ad59,PresentValue
959@-130@V,bfa733df-969f-49fd-ad46-93ea3ac83d9f,PresentValue
673@-110@V,c6218873-37cb-4714-9af8-ea7a1842ca96,PresentValue
944@-110@V,c68efe19-dc60-4d8c-b45a-2c40706854f2,PresentValue
940@-110@V,ecee2ce9-4d5d-4214-a1c3-178eb5560d65,PresentValue
943@-118@V,c93cc03c-4106-4e7f-b37a-c3494990ac56,PresentValue
850@-497@V,cd81eb71-b68b-4fee-9954-4c2ca22565c6,PresentValue
576@1042@V,ddb4238e-f29b-48e2-87e7-b72c04398a68,PresentValue
946@-118@V,d6dcfba8-ba19-4a04-8559-fdaedbca1c0a,PresentValue
62@1042@V,d79dd326-bbc1-420f-bf7c-4772e147af61,PresentValue
686@-110@V,f6318e0f-4f0c-4339-8fd6-5bb537fb4d86,PresentValue
942@-110@V,e3cd2e9b-2a77-469d-84c0-58d85b7ce863,PresentValue
967@-110@V,ff761553-eb93-4a5f-a471-badb8e0396f8,PresentValue
468@1042@V,06a8f786-1d62-45b4-9726-1eda9a689825,PresentValue
1086@1042@V,41b77bb0-fce7-43c1-a32e-416107dc3886,PresentValue
411@1042@V,a3554196-377e-4a6b-8841-958c9ad9e136,PresentValue
823@1042@V,16a4ae64-532b-4b26-b121-4fda596c5741,PresentValue
325@1042@V,4b89f81b-bc9d-440e-ac6f-f5f8d33ce078,PresentValue
883@1042@V,44f607bd-c67b-45e7-ae44-7dd90060a6e0,PresentValue
489@1042@V,18d84db7-a9cd-47e5-b455-45558a87aad3,PresentValue
427@1042@V,29c12b5d-871c-4c75-9464-f45a40cc84fa,PresentValue
491@1042@V,1bdc3399-b03f-4349-9891-54fc4558bcf4,PresentValue
48@1042@V,3b77af9d-1023-4c75-b329-321dade31d26,PresentValue
923@1042@V,1def1703-7548-488e-94a9-e44076a3bdd5,PresentValue
498@1042@V,6f773771-c5d0-4fe2-aae7-d21ecb85b707,PresentValue
507@1042@V,25aaaed9-a0ce-4f69-8d54-dbbbc117fa89,PresentValue
515@1042@V,53a51bce-8408-43bb-ae49-88a958580f00,PresentValue
121@1042@V,27bd310e-dc94-4aca-87ae-98f43e9c97d7,PresentValue
334@1042@V,510694f8-1930-4eba-b8dc-0570a276275f,PresentValue
463@1042@V,2d859493-7eba-43f6-98c7-41f7704b9e12,PresentValue
390@1042@V,4e8f1602-0101-4846-b437-e0dd73e4b619,PresentValue
582@1042@V,52a85b66-8686-47f7-b2c0-b8a10af47d54,PresentValue
448@1042@V,e4c70317-b08b-4714-9eff-b88889ed4747,PresentValue
50@1042@V,2d9ac4cf-ed21-42be-80ee-e53592430ad3,PresentValue
67@1042@V,c4277e7e-203c-46a8-b820-70b41e06c260,PresentValue
311@1042@V,4ec5ae97-4985-4a41-99c2-a42524cb2532,PresentValue
505@1042@V,2e72d572-4b72-4b61-8bd8-97d4ea775a97,PresentValue
536@1042@V,f6da95b5-16d6-48fb-b5ac-8884fbb20bf0,PresentValue
166@1042@V,366c96ba-2cfe-4be6-a312-73145120bbd5,PresentValue
466@1042@V,3ecc27f2-5bcb-43c1-bfba-2560bd0c2a8a,PresentValue
1014@1042@V,3f7f6cb3-912b-423b-af3c-6d729aae8f5c,PresentValue
929@1042@V,83898bac-bcc8-45be-9ea4-8d9ee0c6ca30,PresentValue
492@1042@V,bfcd5e88-647b-43e0-9e45-aa32999e4753,PresentValue
495@1042@V,d00e92a2-2f3b-42f8-a4a3-0e1e4be967a6,PresentValue
499@1042@V,ddf637c4-a042-4efd-b099-c97c1573ff67,PresentValue
1034@1042@V,45b9bc18-f936-4bd3-8bbd-b814b4aaa3ea,PresentValue
24@1042@V,538435cc-3a75-4fba-8943-d029b29d2cbf,PresentValue
656@1042@V,b8493f78-2ed6-42f4-b1de-a9d981174f4c,PresentValue
194@1042@V,61fb7108-5bf0-48c9-adf2-a5328beeae1a,PresentValue
1031@1042@V,a17d1c7f-9261-4be2-a9b6-747bb0fc5b46,PresentValue
69@1042@V,dcc5592e-efac-40bf-87fc-498eecaf6f02,PresentValue
572@1042@V,79226fd2-560a-4a8e-a7e4-f4d3efe46752,PresentValue
999@1042@V,6f9a32a8-e755-40ba-9e69-f814553f1617,PresentValue
494@1042@V,f4687038-7b3a-4a98-974d-a307ab05f500,PresentValue
615@1042@V,7ab1dca0-3a85-4ade-bf27-ec850635dd03,PresentValue
462@1042@V,79bdecb3-9b2f-458b-afb1-6b927ac0cda8,PresentValue
342@1042@V,c3cbc62c-68a4-4532-b854-311d847b3fa0,PresentValue
931@1042@V,db5d98ab-daf4-4e3a-bcc8-54a855a9ebae,PresentValue
336@1042@V,deec1c0e-be97-4976-8032-9f9b8756b20c,PresentValue
15@1042@V,fbffc1ee-10f9-437e-a34c-2112ad76da84,PresentValue
1060@1042@V,013d2515-5b5d-4cd5-aaec-bc931268cffd,PresentValue
601@1042@V,099b7d90-7094-4022-a6af-112cbffb50c6,PresentValue
520@1042@V,0aaa985c-26aa-47c6-8e61-f8097ac427d9,PresentValue
631@1042@V,0abc0110-2c57-481b-ae9c-8791bd690695,PresentValue
603@1042@V,1c09373d-7b98-42ff-8590-6761ae650667,PresentValue
548@1042@V,1c4b7f82-1657-41fb-9ca2-e9a8f314da7f,PresentValue
521@1042@V,1db0472f-fe7a-4930-a426-222d652753c0,PresentValue
623@1042@V,1e586c13-4910-45c7-bc6e-ec45dfcee872,PresentValue
618@1042@V,2e6832fc-19c2-48ba-bc54-a8a8514dcb91,PresentValue
563@1042@V,33594547-11ca-4a54-959b-13bb2335c52f,PresentValue
642@1042@V,3a1cf450-8a40-4a10-8ea4-b17714ff15b3,PresentValue
559@1042@V,3ed5367f-a4bb-43c8-a432-e61b47128f24,PresentValue
595@1042@V,3f016eda-5077-445d-b794-18be264caff7,PresentValue
625@1042@V,4451955c-a6a7-48a2-8526-ad4ae697cc27,PresentValue
534@1042@V,4789c5df-5c1d-43ab-8e1b-f360453e4b3c,PresentValue
612@1042@V,6946b4aa-2fdb-4463-a5da-d91fb221adbc,PresentValue
522@1042@V,d1d09d8e-f054-4191-9003-255be1a019f9,PresentValue
516@1042@V,ce6abd28-f451-42d1-87b6-82cf3f6e8576,PresentValue
527@1042@V,4d72b720-60ff-45c6-8b38-895075b79eb9,PresentValue
547@1042@V,5a5eda11-9322-45d5-a417-556c9cd3a4cd,PresentValue
614@1042@V,d306731c-de3f-4ef6-9f18-ac4ebbc452bc,PresentValue
539@1042@V,8352caf4-3f3a-4d96-84cf-7660e32820e9,PresentValue
578@1042@V,5f535bea-c632-4683-bb9b-2d97033903b8,PresentValue
574@1042@V,f9a02dc8-879d-4659-abf2-3383ee3b47ec,PresentValue
639@1042@V,63effd24-5344-46f5-9ea7-4602fe918aab,PresentValue
555@1042@V,af007aca-b282-465b-850a-16d7bd053b5a,PresentValue
585@1042@V,886fed68-1c58-4240-ab0f-d3baee9bfe63,PresentValue
637@1042@V,d8e8596c-c7d0-4822-9aab-1928047b3e99,PresentValue
528@1042@V,e79945ee-ff2d-4405-987b-66296cad7b6a,PresentValue
573@1042@V,64c3008f-e692-4124-8bff-d0d0f7844b1a,PresentValue
1061@1042@V,673b50e8-4204-4a0e-9b32-8fa12638d848,PresentValue
632@1042@V,c725607f-54ac-4b58-8def-5a6bc8462c49,PresentValue
593@1042@V,903c2953-04b9-4916-a7b8-203777b88861,PresentValue
633@1042@V,af2c9c39-f6a1-4f65-bc10-7dea2bd52d63,PresentValue
51@1042@V,caed89e2-9d7f-4ccf-b6a7-a0fdc04f4681,PresentValue
613@1042@V,74a3b5f2-6283-46aa-a436-8afc1f3677a4,PresentValue
525@1042@V,7e0326f1-d20a-4490-b0fd-d219c145d77c,PresentValue
600@1042@V,bf6a6c39-20fb-4841-89ef-237a3dd8da4e,PresentValue
638@1042@V,8875585c-3c30-407d-bf1d-58a89039e2a8,PresentValue
553@1042@V,8ec82230-ae0b-41af-81a4-176408449b14,PresentValue
538@1042@V,ae8202d1-593e-44a7-a455-8dda648150a2,PresentValue
634@1042@V,b2dd836a-72cc-4e2f-9364-58a167409699,PresentValue
571@1042@V,b4680864-c0d1-4f9c-8b28-e978c5984860,PresentValue
54@1042@V,c6ba0790-5dd8-4348-93b6-01989056da18,PresentValue
557@1042@V,c9555816-16e6-461a-aade-35b2f4b71f9f,PresentValue
540@1042@V,d63f11e7-9f00-40c9-bb63-b3be08638cd6,PresentValue
545@1042@V,dcd23c92-c557-4167-a4fb-e7eff61517c6,PresentValue
655@1042@V,05e22912-82dd-4700-9bf9-e3c25b4df5f9,PresentValue
1085@1042@V,0d8e7f14-8eb9-4a67-ab37-0167983084ee,PresentValue
653@1042@V,106e8983-d261-4810-b29d-995de1cbd5b5,PresentValue
689@1042@V,12e71e9f-1bd9-49d2-bc3c-8e389e04eb5e,PresentValue
648@1042@V,14806b44-02cc-45b4-a41b-08c1d2b6c933,PresentValue
870@1042@V,1731a754-de04-4d64-9f2c-d8f090bd0631,PresentValue
710@1042@V,1ad41ac4-2a57-4d24-a027-925fb76ac835,PresentValue
865@1042@V,1c367c0f-3c29-43bd-8f2c-40a3a878d6ca,PresentValue
1088@1042@V,1c3a70e8-868e-4a53-8c27-2670e610e44b,PresentValue
651@1042@V,1e464cca-60f1-4a39-a3c5-663aeb8c867e,PresentValue
719@1042@V,1f0be7d1-29a4-43af-8dd9-9a7e90fa9670,PresentValue
1069@1042@V,213c1d98-073d-4bbf-b5f0-e19ca8c84c40,PresentValue
645@1042@V,248d691b-8e4e-43dc-ad8a-03ab2f11380c,PresentValue
674@1042@V,d7e7699c-d5df-41fa-84e5-dc59338b780f,PresentValue
679@1042@V,273be751-b304-49c6-afe2-03b5e4c8bec4,PresentValue
879@1042@V,7654de16-8825-4cbe-9f13-4c4b02e2f26a,PresentValue
694@1042@V,2bd15e49-4f4c-4390-ac37-0a18fec9116c,PresentValue
824@1042@V,2cc04497-1434-419b-9085-a7b4b8932083,PresentValue
688@1042@V,2fcdb071-382e-43d2-9e8c-4ca66313f13f,PresentValue
684@1042@V,8adac8e5-c4a6-4e02-8448-95593017f346,PresentValue
712@1042@V,302fca89-e193-4555-a6c3-0a9321576eff,PresentValue
690@1042@V,34c4a590-8bf3-4cd1-ac82-6a23a4dc5422,PresentValue
646@1042@V,34b1a4dc-4099-423e-8186-f1f9797da5d0,PresentValue
882@1042@V,44565633-7316-460d-90ce-46cc2c2b61d4,PresentValue
871@1042@V,927d8aa6-8fbb-4c56-85a2-a9273b50c48e,PresentValue
826@1042@V,5588328d-b418-4bad-980a-3f101ec51395,PresentValue
827@1042@V,5729e33d-ef27-43ad-8419-26bcf639bcad,PresentValue
857@1042@V,fa87871e-bd27-494c-b4c0-fdcbdf9c3d12,PresentValue
831@1042@V,ea39b5c2-19e0-4b1b-a238-bffc0b6f4493,PresentValue
708@1042@V,de0568a0-8215-44f6-9cfe-024348d19a10,PresentValue
1070@1042@V,681a3d59-85bd-4ec8-b4bf-3df91c80f88a,PresentValue
872@1042@V,8cab67f2-6c21-4d11-b690-b27b5eb744c2,PresentValue
851@1042@V,76de6d63-c5ba-4383-a1b3-29b327a161a0,PresentValue
644@1042@V,84760268-83a9-469a-8aec-515ca5f68872,PresentValue
652@1042@V,8ec2046b-16f9-4bcd-b97e-0b588ad91f6a,PresentValue
866@1042@V,97be57f6-e906-48c8-9ea8-440f8d9d2046,PresentValue
669@1042@V,e5fda3f3-c6d8-49f7-aa70-581a2ee155a0,PresentValue
859@1042@V,aba0be2e-6493-461e-bb6b-7fa95cb4adc7,PresentValue
848@1042@V,bf292cc3-1f50-46f9-9018-05cecdc6dd33,PresentValue
658@1042@V,f97d1bfc-387b-4306-912f-e669a177d585,PresentValue
864@1042@V,bf592c1c-b416-4874-a67c-3369edc55f42,PresentValue
855@1042@V,c93309bc-2b74-46ee-bc25-a9faaced68d0,PresentValue
71@1042@V,c3aaf6dd-e24a-4e86-823a-d109a5fdd660,PresentValue
1068@1042@V,d3e6ed99-aea2-4354-88c1-64320cbc5fe7,PresentValue
858@1042@V,ee14a74a-533f-4c6a-b060-4b58896a50b1,PresentValue
881@1042@V,f1ab2ed9-f852-4071-8cdc-25fc9b12ea45,PresentValue
718@1042@V,f2dc51aa-c4cb-4361-bd06-ef99ba9761bd,PresentValue
133@1042@V,02f83356-3543-44e9-a4bb-909f3b5a43be,PresentValue
983@1042@V,14e77be7-ed4b-4ed3-aac8-5696430bc927,PresentValue
979@1042@V,1d3757f5-6017-4fca-84af-aa591746dadf,PresentValue
951@1042@V,201fd573-8a0b-45ae-a273-a94c20ebc429,PresentValue
909@1042@V,238973f2-5ee8-4e03-885e-4787187e97ef,PresentValue
136@1042@V,2b72500a-139a-4476-89b5-12e4e10becc3,PresentValue
988@1042@V,2f6eaf31-e403-4150-a2c3-f9758ae223eb,PresentValue
926@1042@V,305cf798-fe3d-4923-8da9-3fc6e1267e1e,PresentValue
906@1042@V,383b8f76-21bb-4f89-b616-b24d76a4eada,PresentValue
915@1042@V,509e5d3e-2751-4817-83d3-31736762b3de,PresentValue
903@1042@V,51e4c567-2902-4f92-a558-cf41256e3408,PresentValue
139@1042@V,55bdf35b-627c-45e7-9ba0-a83e821e7783,PresentValue
888@1042@V,55cdb859-c2d6-4379-9c35-5e42bece2174,PresentValue
984@1042@V,783bb1da-b56b-4ecf-89bd-5497c62508f8,PresentValue
997@1042@V,c8d19897-6e83-49af-b527-4dec36b38ee7,PresentValue
986@1042@V,abb2aac9-5e78-4035-ac48-148c87b0b458,PresentValue
924@1042@V,f6ae0ffe-e323-425e-801c-82f87d44773d,PresentValue
131@1042@V,a804c710-a68b-4b44-91ba-0fc9bea6acdb,PresentValue
117@1042@V,c56979d5-0d45-431f-b0c2-2130e42a3973,PresentValue
977@1042@V,f9302845-506c-43d8-9429-71cf4513ac14,PresentValue
1092@1042@V,efcd2224-cb93-43fc-8151-3592becf30c6,PresentValue
1093@1042@V,a1974e79-33e6-4c20-889e-c12575e48c01,PresentValue
1089@1042@V,c5a5367e-35a7-4332-9815-440f58b02d58,PresentValue
993@1042@V,675cce08-a50e-40b7-aee6-5c7b72c9fb1e,PresentValue
100@1042@V,74092d9c-7cf0-4630-9308-de048106f5bb,PresentValue
115@1042@V,9d5beaa0-f134-4086-8b3d-12782b91fd11,PresentValue
985@1042@V,608eb2d7-e4bf-4f92-813c-7f4febc1ab0e,PresentValue
112@1042@V,eeafe066-a37b-4b8e-aebc-cc8e943cb52c,PresentValue
122@1042@V,9bf243a8-50eb-4cdf-a030-f69fa8422941,PresentValue
1090@1042@V,a8fa090d-6340-4cdb-a67b-39a6f326e8a3,PresentValue
123@1042@V,5e54c92c-55a3-4150-b3a1-014c300a7c59,PresentValue
892@1042@V,890da2cb-f5ce-402c-b6b2-08d1f8ea37d6,PresentValue
118@1042@V,62d35e8b-420b-408a-80b3-282709e6e6ac,PresentValue
120@1042@V,707b995e-44a5-4ce2-ae4c-8d7278349c2b,PresentValue
930@1042@V,d142dc17-5a62-43df-bfa8-dab5c6842145,PresentValue
991@1042@V,7a45c0ae-8478-45fc-b26b-7ab203ee3ae3,PresentValue
134@1042@V,84d740bd-e29e-4d13-9ffb-28593c392e39,PresentValue
130@1042@V,9b62fa68-f112-45ed-964a-353179a8fbfa,PresentValue
913@1042@V,ae12be3e-33a4-4d71-adbc-7ef433e337b3,PresentValue
127@1042@V,df04b068-9cb9-4c3e-a54c-832296cca5db,PresentValue
995@1042@V,bd0812da-0693-49db-b59a-6419cb4807e6,PresentValue
1094@1042@V,c3620f2d-16a4-40d3-8e27-fb2c95b4eea7,PresentValue
884@1042@V,cdedd40f-4fc4-449f-bbe2-ad27bcc11044,PresentValue
911@1042@V,cdbd251f-4dc7-4572-855c-b903d1c518ed,PresentValue
922@1042@V,d181abcf-8d37-45ce-9e7d-3c52896ccd7b,PresentValue
904@1042@V,dbf6d8d3-d8b1-4fd4-bd59-0ea5392a7b63,PresentValue
1097@1042@V,f9070608-b0ec-4337-b271-5520d15f0edc,PresentValue
146@1042@V,001e9588-04ad-414b-bea3-caa583d4ef3f,PresentValue
164@1042@V,0364eb5f-656a-417c-8190-85ef62aedc21,PresentValue
313@1042@V,0bbd2f1c-4e09-4f13-b8d2-334893d03e3f,PresentValue
324@1042@V,11ba5871-bc34-4cca-8f3f-9c99914ed94e,PresentValue
170@1042@V,17f90e54-69b7-44cf-9b90-f2441c4eede9,PresentValue
25@1042@V,18e29d0d-16fe-433c-892d-b8b331aa0ecd,PresentValue
163@1042@V,1c93f802-e996-4464-a689-b390777a3b71,PresentValue
152@1042@V,1f107770-9d54-49d9-9730-23d2e482e46b,PresentValue
1015@1042@V,266ee4c8-e93f-40f5-a00a-533828e641f0,PresentValue
327@1042@V,26e7d216-db27-4f0d-9cc4-e7a6c3e13085,PresentValue
195@1042@V,27d2cb7b-7491-4ef4-8b09-bd2cd75ab885,PresentValue
1016@1042@V,2db01b28-2b3b-4119-9559-4e4216d6af17,PresentValue
316@1042@V,39bf0866-2cfc-4468-9909-c3fc608f26ae,PresentValue
1002@1042@V,3c6ee7ca-d034-4e13-8d71-0cc263e3f049,PresentValue
322@1042@V,42a455e8-a242-45c2-8ea7-eb357f31a8ef,PresentValue
1029@1042@V,44b8879f-3713-49da-b58d-49cc9c2f5cea,PresentValue
186@1042@V,48270e04-473a-402c-98e2-05fe939769b2,PresentValue
140@1042@V,d42a2381-4d4b-417b-a940-6b4aef5044e2,PresentValue
1028@1042@V,c2b99aee-19c6-4aaf-8dc2-c55833e436e1,PresentValue
1025@1042@V,c4382a6c-72ea-4767-862f-d33dffe4b765,PresentValue
172@1042@V,5f22b5d9-f2dd-400a-91b5-cbc09913cfd3,PresentValue
319@1042@V,d8b2aef5-bc9f-4a67-b39e-e13c67b2ee0b,PresentValue
30@1042@V,9fe88d6e-5fbf-4baa-a846-b0cb871f13f8,PresentValue
31@1042@V,62d25c24-c0ca-4b2f-a69e-167d85244c02,PresentValue
203@1042@V,64f87b85-61e6-479e-91a5-c0962611e554,PresentValue
179@1042@V,bab77b9a-d518-45cf-b761-183a273e473c,PresentValue
193@1042@V,82cf6112-8e12-49b2-a75f-ad8ef7e0c4ff,PresentValue
312@1042@V,6afa5117-b184-4158-882b-063c90ecf3ef,PresentValue
161@1042@V,701bd981-ae97-46d1-a78d-ab2ab97443a2,PresentValue
200@1042@V,efaccc09-6ad2-4808-8277-8b82fc688b60,PresentValue
309@1042@V,8bf31496-0adb-44ee-a3b6-4ae4fc8d4c19,PresentValue
192@1042@V,8d4a7542-3d1e-4ca1-a947-62f65adbd9d8,PresentValue
23@1042@V,bc98519c-c52e-4d4e-8f59-d21144c81e80,PresentValue
197@1042@V,dff60dc0-ab84-4b93-a3d4-85ca0b519968,PresentValue
317@1042@V,8fec2fca-ef93-440b-b70d-c6e05d754b2a,PresentValue
167@1042@V,e457645b-d774-42ad-82cd-7a8c47b62a19,PresentValue
160@1042@V,b87a3130-278f-4f40-b8fb-1737ef9c209d,PresentValue
141@1042@V,98687c68-a32a-45b6-9e17-71ce58f4b837,PresentValue
190@1042@V,91e5abdb-f53b-418e-84ba-4135fd9a24c7,PresentValue
198@1042@V,a0755c81-b682-4bde-9586-561433ad7b73,PresentValue
326@1042@V,a1d0c86a-0abe-40a5-8d68-a55f0d851d63,PresentValue
187@1042@V,e343ded9-f3e0-40de-b59b-169cc40834e1,PresentValue
202@1042@V,aee05359-3c15-4c52-a479-d8a1cebc7c37,PresentValue
199@1042@V,fa259734-3d76-424c-a87c-a4487a9dc972,PresentValue
188@1042@V,b5c525ce-3bea-4424-a998-bcf246986e75,PresentValue
1026@1042@V,bd3d40e1-cd66-45c1-9390-605944add543,PresentValue
181@1042@V,dc32117f-6e97-4a34-b995-66a6dc38bd1f,PresentValue
32@1042@V,0095d530-df9f-464f-b1a1-370af37a5d6f,PresentValue
425@1042@V,01451de2-9c68-450f-982c-7db3894f3bef,PresentValue
408@1042@V,04e7e4a0-aece-477d-8947-d24f22f1a9b3,PresentValue
412@1042@V,0b96fcfc-7a62-4eec-bace-65f2a055cdfe,PresentValue
1033@1042@V,14262fcb-597e-4ff8-a4ab-075488ca4174,PresentValue
391@1042@V,2fb3cd12-3179-4544-8d65-904710b0c7f6,PresentValue
185@1042@V,2fe01452-03e2-4d18-8e15-12eb4fbd0601,PresentValue
132@1042@V,3c0e7575-bfd7-4bc7-b298-6ced7693df22,PresentValue
426@1042@V,45c44695-8dac-459f-9ac4-1dbe3aa11851,PresentValue
379@1042@V,48b26f76-b60f-476c-9137-71958b1dbbb0,PresentValue
384@1042@V,493efb7e-a30d-4d65-a246-db22e55ef59c,PresentValue
393@1042@V,4ac591ad-6700-4726-b2ca-aac5f083af4b,PresentValue
396@1042@V,505082d4-6329-4716-8189-e56e9777c882,PresentValue
400@1042@V,542ae7e7-37a9-45c3-96eb-d160e583c7be,PresentValue
337@1042@V,58ac2d64-4c60-47ed-8138-cf917d797e66,PresentValue
445@1042@V,eb72590f-63d9-43a2-a8a5-3fd424c13e11,PresentValue
415@1042@V,78a05f0f-a97e-4d63-b8ad-aa5e8997f3b3,PresentValue
388@1042@V,58c88ed1-c3c6-4eba-a1ac-30d468a3e08b,PresentValue
330@1042@V,58d35626-4353-4ad4-948e-7c3dedd23d29,PresentValue
464@1042@V,fcf1d040-60b5-4100-8cf5-952af439d425,PresentValue
380@1042@V,ae5a08f7-b308-4a80-a4d8-091e0336f1b7,PresentValue
893@1042@V,6bc786bd-db55-4865-a6ee-0dcd8c4cc3fc,PresentValue
451@1042@V,71d098bf-9055-4576-b4c9-0cea64421e60,PresentValue
341@1042@V,9fb842e6-945a-4905-9532-d5218c7a723a,PresentValue
560@1042@V,71f79721-9560-484b-b4ac-6eaddeb26e04,PresentValue
825@1042@V,8fa9ae3a-1f94-4c54-99c6-031ab6c70972,PresentValue
113@1042@V,7463fe39-9d93-405c-8108-bfb54d10eb23,PresentValue
457@1042@V,bfd941a7-93d7-46ea-b2ae-ae32d9afc049,PresentValue
401@1042@V,8d15bca3-0862-4d56-b921-eb311e4f9fe4,PresentValue
863@1042@V,d46fa2c9-70b0-43f5-a78b-a4e700091f48,PresentValue
333@1042@V,930a0f2d-165f-4bc9-a013-d5f2b584f30b,PresentValue
406@1042@V,82ec4bb6-f23d-45e4-af13-c42a3c993c44,PresentValue
389@1042@V,ae778398-54f1-4a1c-8162-e8abdb9be4ce,PresentValue
347@1042@V,8b7de919-5dd3-49ab-977c-d3c18fc05ef9,PresentValue
339@1042@V,8f82e0a7-8589-4748-8c72-2bc4d6090253,PresentValue
407@1042@V,afca5bfe-fdfe-4ae6-bed4-03e051d47ff9,PresentValue
34@1042@V,920fffde-2376-4aba-b3cc-e14763890968,PresentValue
429@1042@V,b405c76a-3fd4-408f-8346-e5a3d9534de2,PresentValue
428@1042@V,b7965522-8b7c-4ec5-b6e8-52ad45c072db,PresentValue
395@1042@V,b48a50a7-d60f-4d5d-8fef-f2d122efeadd,PresentValue
344@1042@V,baa506dd-fe15-4359-b4c7-108ddecbc217,PresentValue
349@1042@V,c5dde6af-8b68-48d0-8ab6-2b390efb97b1,PresentValue
418@1042@V,d9315a29-a125-4469-a9b2-8b260c8a0498,PresentValue
1045@1042@V,d94c6cab-b486-4cff-a904-8c817966d2f4,PresentValue
440@1042@V,f02f3bb9-b393-4a9b-9066-389fa4c980d1,PresentValue
189@1042@V,f5b3cb18-8c05-4339-97bd-01048eb1e70d,PresentValue
885@1042@V,10aa92e5-3263-4098-84ee-a5ed3479bd19,PresentValue
989@1042@V,1ed6a76d-8ba3-41b5-9bcf-127cd06069fd,PresentValue
413@1042@V,44f14074-74f1-4cc1-90b4-0ddb193bf652,PresentValue
685@1042@V,c899baa9-4f57-4bfa-82de-ba0070d7c619,PresentValue
650@1042@V,e206f9ff-579f-4a9f-8860-5f8130692ab2,PresentValue
